,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
4282,excellent,7.56,1.92,18,5.15,3.05,20
4283,excelsior,5.95,1.9,19,4.0,2.14,21
4284,exception,5.25,1.45,20,4.35,2.4,23
4286,excess,4.29,1.68,21,5.42,1.92,19
4288,exchange,5.9,1.41,20,4.76,1.89,21
4290,excite,7.79,1.36,19,6.61,2.43,23
4292,excitement,7.62,1.38,42,6.21,2.5,43
4294,exclamation,6.85,1.42,20,5.4,2.57,25
4295,exclude,3.55,1.57,20,4.81,2.11,21
4297,excrement,2.0,1.33,19,4.64,1.73,22
4299,excursion,5.83,1.37,24,4.26,2.49,23
4300,excuse,4.52,1.75,21,3.61,1.97,44
4301,exec,4.86,1.77,21,3.71,1.97,24
4302,execute,3.94,2.34,18,5.79,2.74,19
4303,execution,2.28,1.87,43,6.0,1.55,21
4304,executioner,2.23,2.07,22,6.59,2.42,22
4305,executive,4.95,2.63,19,4.32,2.55,22
4306,executor,3.95,1.94,21,5.1,2.43,20
4308,exempt,4.84,2.06,19,4.43,2.36,21
4309,exemption,5.37,1.98,19,4.17,2.16,24
4310,exercise,6.33,1.67,43,5.41,2.13,22
4311,exert,5.47,1.31,19,4.64,2.3,22
4312,exhale,6.11,1.41,19,3.75,2.2,20
4313,exhaust,4.0,1.38,21,4.26,2.16,23
4314,exhaustion,3.21,2.18,19,4.52,2.09,21
4316,exhibit,5.77,1.34,22,5.48,2.27,23
4317,exhibition,5.53,1.26,19,5.38,2.13,21
4320,exhumation,2.89,1.49,19,4.5,2.54,24
4321,exhume,3.95,1.28,20,4.5,2.54,22
4322,exile,3.32,1.55,22,5.87,2.69,23
4323,exist,5.9,2.19,21,4.0,2.18,20
4324,existence,6.25,1.59,20,4.38,2.09,21
4327,exit,5.35,1.09,20,3.18,1.97,22
4328,exodus,4.63,2.01,19,4.45,2.24,20
4329,exonerate,5.44,1.69,18,3.83,2.53,18
4330,exorcism,3.15,1.87,20,5.96,2.54,24
4331,exorcist,3.76,2.26,21,6.29,2.35,21
4333,expand,5.35,1.42,20,3.3,2.05,20
4334,expansion,6.4,1.96,20,5.7,2.68,20
4336,expectancy,6.32,2.03,19,4.35,2.33,23
4337,expectation,6.1,1.34,21,4.5,2.3,22
4338,expedient,5.3,1.59,20,4.55,2.02,22
4339,expedite,6.1,1.25,20,4.86,2.43,21
4340,expedition,6.53,2.01,19,4.5,2.7,22
4341,expel,3.75,1.77,20,4.24,2.76,21
4343,expense,3.9,1.55,21,4.82,2.56,22
4345,experience,6.89,1.94,18,3.71,2.08,21
4346,experiment,6.05,1.36,20,4.86,2.62,22
4347,experimental,5.65,1.6,20,5.57,2.25,21
4348,experimentation,6.0,1.65,20,5.52,2.44,21
4349,expert,6.74,1.66,19,4.05,1.73,20
4350,expertise,6.1,1.48,20,5.95,1.23,20
4351,expiration,3.45,2.04,20,4.29,1.74,21
4352,expire,3.16,1.34,19,4.0,2.15,20
4353,explain,5.41,1.53,22,4.0,2.17,21
4354,explanation,6.38,1.77,21,4.05,1.88,20
4355,explicit,4.82,1.84,22,5.23,3.04,22
4356,explode,4.38,1.75,21,5.32,2.77,22
4357,exploit,3.65,2.43,20,5.24,2.14,21
4358,exploitation,2.89,1.73,19,6.1,1.34,21
4359,exploration,6.71,1.98,21,5.0,2.65,22
4360,exploratory,5.95,2.33,21,4.29,2.0,21
4361,explore,7.0,1.45,21,4.05,2.55,22
4362,explorer,5.9,1.41,20,5.24,2.84,17
4363,explosion,3.17,1.79,24,6.35,2.48,23
4365,expo,6.26,1.73,19,4.43,2.41,23
4366,export,4.79,2.32,19,3.45,1.84,22
4368,exposition,5.43,1.54,21,4.3,2.96,23
4369,exposure,4.81,1.89,21,5.45,2.48,20
4370,express,5.53,1.39,19,4.79,2.28,24
4371,expression,6.15,1.84,20,4.33,2.68,18
4374,expulsion,2.52,1.66,21,4.65,2.44,23
4375,exquisite,7.53,1.26,19,4.59,2.63,22
4376,extend,5.86,1.58,22,3.62,2.09,21
4377,extension,5.0,1.41,21,4.15,2.59,26
4379,extent,5.57,1.43,21,3.68,2.4,19
4380,exterior,5.55,1.39,20,3.39,2.03,18
4381,exterminate,3.19,1.89,21,6.04,2.14,23
4382,extermination,3.65,2.01,20,5.5,1.85,20
4383,exterminator,3.19,1.6,21,5.13,2.38,23
4385,extinct,2.74,1.37,19,4.55,2.46,20
4386,extinction,3.1,2.34,20,5.0,2.43,20
4388,extinguisher,4.76,1.67,25,4.43,2.45,23
4389,extort,3.19,1.63,21,4.48,2.29,23
4390,extortion,2.15,1.14,20,4.56,2.83,16
4392,extract,5.15,1.04,20,3.45,2.14,20
4393,extraction,3.86,1.98,21,5.2,2.82,20
4394,extracurricular,6.1,1.92,20,4.33,2.17,18
4395,extradition,3.68,1.89,19,3.45,2.28,22
4396,extraordinaire,6.84,1.61,19,5.88,2.01,25
4399,extravagance,5.74,1.45,19,5.4,1.96,20
4400,extravagant,6.32,1.42,19,5.25,2.07,20
4401,extravaganza,6.89,1.82,19,5.52,2.46,21
4402,extreme,5.65,1.76,20,6.18,2.6,17
4403,extremity,4.64,1.5,22,4.86,2.35,21
4404,eye,6.18,1.47,22,3.95,2.27,21
4405,eyeball,5.67,1.56,21,3.86,2.49,22
4406,eyebrow,5.26,1.88,19,2.91,2.27,22
4407,eyeful,5.29,1.42,21,5.15,2.35,20
4408,eyeglasses,5.09,1.27,22,3.39,2.25,23
4409,eyelash,5.45,1.67,20,2.61,1.91,18
4410,eyeliner,6.42,2.01,19,3.67,2.33,24
4411,eyes,6.57,1.89,21,3.18,2.02,22
4412,eyesight,6.14,1.88,21,3.52,2.19,23
4413,eyewitness,4.47,1.65,19,4.73,2.33,22
4416,fabric,6.05,1.31,43,2.4,1.6,20
4417,fabrication,4.0,2.21,19,4.11,2.23,19
4419,facade,4.63,1.98,19,3.62,2.27,21
4420,face,6.36,1.54,42,4.59,2.5,39
4421,faceless,2.58,1.74,19,4.1,2.19,21
4423,facilitate,4.63,1.38,19,3.62,1.77,21
4424,facility,5.33,1.85,21,4.0,2.71,20
4425,fact,6.23,1.8,22,3.29,1.93,21
4426,faction,5.11,1.79,19,4.1,2.36,20
4427,factor,4.9,1.04,21,3.6,1.88,20
4428,factory,4.95,2.21,20,3.0,1.94,18
4430,faculty,5.63,1.34,19,4.86,1.68,21
4431,fad,4.55,1.85,20,3.83,2.12,18
4432,fade,4.65,1.53,20,3.2,2.61,25
4433,fag,2.05,1.54,20,5.32,2.26,19
4434,faggot,2.32,1.97,19,5.68,3.09,22
4435,fail,2.33,1.32,21,5.5,2.76,20
4436,failure,2.15,1.17,40,5.0,2.49,45
4437,faint,4.0,1.48,21,3.74,2.22,23
4438,fair,7.14,1.42,22,3.29,2.17,21
4439,fairness,7.48,1.29,21,4.54,2.34,24
4440,fairway,4.81,1.12,21,3.38,1.91,21
4441,fairy,6.71,1.98,21,5.04,2.46,23
4442,faith,6.44,2.5,18,3.4,2.06,20
4443,faithful,7.95,1.07,21,4.48,2.58,25
4444,faithless,3.57,2.27,21,4.1,1.48,20
4445,fake,2.62,1.75,21,5.15,2.74,20
4446,faker,2.76,1.87,21,3.96,2.4,23
4447,falafel,5.52,1.81,21,3.68,2.15,22
4448,falcon,5.5,2.21,20,5.0,2.31,22
4449,fall,3.89,2.31,19,4.24,2.17,21
4450,fallacy,4.0,1.76,19,4.0,2.45,21
4451,fallback,4.81,1.72,21,3.72,2.41,25
4453,fallout,2.84,1.74,19,4.55,2.34,22
4454,fallow,4.43,1.12,21,3.48,2.06,23
4455,FALSE,3.27,2.06,59,5.23,2.3,44
4456,fame,5.45,2.26,40,4.63,2.6,43
4459,familiarity,6.8,1.77,20,2.67,1.85,21
4460,family,7.25,1.89,20,4.35,2.7,20
4461,famine,2.95,2.12,19,6.1,2.26,21
4464,fan,6.81,2.16,21,3.7,2.2,20
4468,fancy,7.43,1.6,21,5.42,2.57,19
4469,fanfare,5.3,2.32,23,4.91,2.41,22
4470,fang,4.62,1.66,21,4.12,2.59,24
4471,fantasize,7.0,1.49,20,5.0,2.49,23
4473,fantasy,7.15,1.64,41,6.18,2.77,45
4474,faraway,4.7,1.92,20,3.44,2.25,18
4475,farce,4.33,2.01,21,3.96,2.16,24
4476,fare,4.86,1.82,21,2.3,1.53,20
4477,farewell,3.43,1.43,21,4.2,2.35,20
4478,farm,6.22,1.73,40,3.05,2.42,22
4479,farmer,6.14,1.61,22,3.67,2.22,21
4480,farmhouse,5.81,1.36,21,3.5,2.44,22
4482,farmland,6.58,2.01,19,3.14,1.96,22
4483,fart,4.05,2.38,21,4.74,2.36,23
4484,fascinate,7.0,1.4,39,6.1,2.52,39
4486,fascination,7.25,1.33,20,5.08,2.52,24
4487,fascism,2.5,2.09,20,5.1,2.51,20
4488,fascist,3.1,1.92,20,4.74,2.7,23
4489,fashion,5.26,2.45,23,5.25,2.71,20
4491,fastball,5.7,1.69,20,6.1,2.34,20
4492,fasten,5.63,1.16,19,4.0,2.2,22
4493,fat,2.74,1.74,42,3.89,2.5,45
4494,fatal,2.0,1.33,19,6.79,2.32,19
4495,fatality,2.85,2.23,20,6.05,1.99,20
4496,fate,5.38,2.22,21,5.2,2.38,20
4498,fateful,5.0,2.09,22,4.5,2.43,22
4499,fathead,3.47,2.17,19,5.0,2.61,23
4500,father,6.88,1.78,41,3.68,2.14,19
4501,fatherhood,6.77,2.16,22,4.57,3.11,21
4502,fatherland,5.1,2.1,21,3.57,2.19,23
4504,fathom,5.21,1.62,19,4.71,2.1,21
4505,fatigue,3.64,1.87,22,3.26,2.54,19
4507,fatso,2.68,1.53,19,5.33,2.39,21
4508,fatten,3.89,1.41,19,3.39,1.69,18
4509,fatty,2.38,1.6,21,3.35,2.28,20
4510,faucet,5.55,0.94,20,3.53,2.2,19
4511,fault,3.53,1.66,38,4.02,2.51,46
4512,faulty,3.48,1.66,21,4.68,2.43,19
4513,faun,5.1,1.29,20,4.18,1.97,22
4514,fauna,6.05,2.15,19,3.25,2.31,20
4515,faux,4.25,2.1,20,3.57,2.25,21
4516,favor,6.67,1.77,21,4.61,2.2,18
4518,favorite,7.39,1.97,18,4.4,3.36,20
4519,favoritism,4.81,2.44,21,5.15,2.62,20
4520,fawn,6.15,1.76,20,3.92,2.12,25
4521,fax,5.24,1.51,21,3.37,1.83,19
4522,faze,4.82,1.71,22,3.91,2.07,22
4523,fear,2.93,1.79,42,6.14,2.76,21
4524,fearful,2.66,1.78,41,5.45,2.63,42
4525,fearless,5.81,1.97,21,4.05,2.6,21
4526,fearsome,3.32,2.0,19,5.45,2.3,22
4528,feast,7.57,1.4,21,5.26,3.0,23
4529,feat,6.0,1.34,20,4.0,2.51,21
4530,feather,6.3,1.53,20,3.29,2.1,21
4532,feature,5.6,1.27,20,3.91,2.0,22
4534,feces,2.23,1.31,22,4.35,2.81,23
4536,federation,4.68,1.16,19,3.55,1.76,20
4537,fee,2.86,1.55,22,4.08,2.78,26
4539,feed,6.95,1.8,21,4.55,2.21,20
4540,feedback,5.91,1.72,22,4.17,2.5,23
4541,feeder,5.18,1.4,22,4.22,2.32,18
4542,feel,6.27,1.93,22,4.05,2.69,21
4544,feign,4.45,1.23,20,3.72,1.6,18
4545,feisty,5.76,2.0,21,6.3,1.69,23
4546,feline,6.86,1.8,21,3.58,2.0,24
4547,feller,4.82,1.5,22,3.14,1.93,21
4548,fellow,6.28,1.81,18,3.05,1.8,21
4549,fellowship,6.43,2.27,21,2.91,2.15,23
4550,felon,2.2,1.15,20,4.95,2.21,20
4551,felony,2.42,1.5,19,4.95,2.24,22
4552,female,7.52,1.86,21,5.9,2.9,20
4553,feminine,7.33,1.52,24,4.32,2.78,22
4554,femininity,6.25,2.38,20,4.48,2.59,23
4555,feminist,4.26,1.94,19,3.89,1.97,18
4556,femme,6.17,1.65,18,4.4,2.48,20
4558,femur,4.55,1.57,20,3.06,1.8,18
4559,fence,5.05,1.84,19,2.7,2.11,20
4561,fend,4.82,1.37,22,4.74,2.26,19
4562,fender,5.11,1.41,19,3.25,2.51,20
4563,fennel,5.35,1.73,20,3.59,2.38,22
4564,fern,6.52,1.63,21,3.15,2.11,20
4566,ferret,4.89,1.82,19,4.11,2.68,18
4567,ferry,6.3,1.87,20,2.71,1.98,21
4568,ferryboat,5.86,1.9,21,4.1,2.61,20
4569,fertile,7.0,2.03,19,5.41,1.79,22
4570,fertility,5.85,1.87,20,4.72,2.85,18
4572,fertilizer,4.45,1.64,20,3.45,1.84,22
4573,fess,3.57,1.4,21,3.43,2.21,23
4574,fest,6.57,1.57,21,4.78,2.59,23
4575,festival,6.84,2.12,19,5.86,2.35,21
4577,fetal,3.95,2.27,19,4.36,1.76,22
4578,fetch,5.32,1.49,22,4.05,2.54,22
4580,fetus,4.74,2.02,19,4.24,2.64,21
4581,feud,4.04,2.03,24,5.1,2.17,20
4582,fever,2.92,1.93,40,5.02,2.54,45
4584,fiancee,7.14,1.67,22,5.04,2.8,23
4585,fiasco,4.05,1.47,19,5.28,2.27,18
4586,fib,3.15,1.18,20,5.6,1.89,25
4587,fiber,5.42,1.17,19,3.58,2.48,24
4588,fiberglass,4.37,2.22,19,2.59,1.82,22
4589,fibrosis,3.26,1.33,19,4.1,2.21,21
4590,fickle,4.75,2.15,20,5.25,2.75,20
4591,fiction,6.47,1.93,19,4.7,2.18,20
4594,fiddle,5.05,1.35,19,4.05,2.7,19
4595,fiddler,5.62,2.18,21,3.87,2.69,23
4596,fidelity,6.7,1.49,20,3.83,1.76,18
4597,field,5.73,1.94,41,3.84,2.22,44
4598,field hockey,4.86,1.71,21,3.5,2.5,22
4599,fielder,4.72,1.27,18,4.19,2.2,21
4600,fiend,3.77,2.09,22,5.18,2.54,22
4602,fierce,4.0,2.4,19,5.7,2.25,20
4603,fiery,5.7,1.38,20,5.64,2.66,22
4604,fiesta,6.72,1.32,18,6.22,2.24,18
4605,fifteen,4.94,1.98,18,3.65,2.39,20
4606,fifty,4.74,1.74,23,3.45,1.95,22
4607,fig,5.23,1.45,22,4.22,2.26,23
4608,fight,3.54,1.99,41,6.33,2.4,18
4609,fighter,5.1,2.3,21,5.3,2.16,23
4610,figment,5.0,1.67,19,4.35,2.16,20
4611,figure,5.09,1.54,22,3.67,2.27,21
4612,file,5.44,1.5,18,3.4,2.5,20
4613,filet,6.14,1.9,21,3.18,1.59,22
4614,fill,5.56,1.92,18,3.35,2.32,20
4615,filler,4.9,1.81,21,3.89,2.18,19
4616,fillet,6.7,1.59,20,4.62,2.2,21
4618,film,6.33,1.68,18,4.1,2.77,21
4619,filmmaker,5.48,1.97,21,3.96,2.98,23
4620,filter,5.5,1.15,20,3.62,1.96,21
4621,filth,2.62,1.36,37,4.09,2.58,43
4622,filthy,3.42,1.98,19,4.65,2.48,23
4623,filtration,5.55,1.84,22,4.17,2.64,18
4624,fin,5.27,2.1,22,4.45,2.54,22
4626,finale,5.26,1.98,23,4.27,2.73,22
4627,finalist,6.24,2.12,21,3.3,2.6,23
4628,finality,4.43,1.54,21,4.18,2.17,22
4630,finance,4.81,2.11,21,5.6,2.09,20
4632,finch,4.74,1.33,19,3.52,2.11,21
4634,finder,5.77,1.54,22,4.35,2.42,23
4635,fine,6.5,1.41,22,3.86,2.43,21
4636,finesse,6.0,2.0,20,3.86,1.98,22
4637,finger,5.8,1.51,40,4.15,2.44,48
4638,fingernail,5.57,1.54,21,3.5,2.48,20
4639,fingerprint,5.25,0.91,20,3.29,2.08,21
4640,finish,6.41,1.82,22,3.81,2.42,21
4641,finite,5.68,1.95,19,4.43,2.45,23
4642,fir,5.0,2.03,20,3.0,1.95,21
4643,fire,4.32,2.36,19,6.05,2.18,21
4644,firearm,4.0,2.39,21,4.54,2.89,24
4645,fireball,3.71,2.12,21,6.13,2.38,23
4646,firecracker,5.7,1.81,20,6.67,1.65,21
4647,firefight,4.32,1.6,19,5.5,2.62,18
4648,firefighter,6.6,1.76,20,4.94,2.13,18
4649,firefly,7.05,1.72,19,4.85,2.7,20
4650,firehouse,5.16,1.8,19,4.73,2.47,22
4651,firelight,6.38,1.83,21,3.58,1.74,24
4652,fireman,6.47,1.78,19,4.52,2.23,23
4653,fireplace,5.95,1.5,21,5.2,3.0,20
4654,firepower,5.84,1.92,19,5.91,2.51,22
4655,fireside,6.0,1.72,20,4.0,2.21,17
4656,firewall,4.43,1.99,21,4.91,2.39,22
4657,firewood,6.09,1.74,22,4.58,2.69,19
4658,fireworks,6.8,1.4,20,6.05,2.53,42
4659,firm,5.36,1.33,22,4.3,2.08,20
4660,firmament,5.1,1.71,20,3.65,1.63,20
4662,firstborn,6.65,2.01,20,5.65,2.81,23
4664,fish,6.42,1.67,45,3.33,2.51,42
4665,fisherman,5.42,1.68,19,4.06,2.31,18
4666,fishing,7.05,1.93,19,3.6,2.58,20
4667,fishing boat,6.21,1.44,19,3.14,2.26,21
4668,fishy,4.2,1.47,20,3.11,2.0,19
4669,fissure,4.3,1.92,20,4.18,1.84,22
4670,fist,2.95,1.33,22,4.85,2.46,20
4671,fistfight,4.0,1.65,20,6.23,1.95,22
4672,fistful,5.4,1.54,20,4.1,1.92,21
4673,fit,6.28,2.08,18,4.35,2.66,20
4674,fitness,6.45,1.74,22,5.32,2.75,22
4676,fiver,5.24,1.18,21,4.87,1.84,23
4677,fix,6.11,1.68,18,3.6,2.52,20
4679,fixation,4.11,1.76,19,4.11,2.45,18
4680,fixer,6.39,1.79,18,2.67,1.59,21
4681,fixture,5.05,1.28,21,2.9,1.74,20
4682,fizz,5.38,1.94,21,4.57,2.54,23
4683,fjord,5.53,1.54,19,3.19,1.81,21
4684,flabby,3.39,1.88,41,3.39,2.23,23
4685,flaccid,3.55,1.32,20,3.14,1.74,21
4686,flag,6.1,2.47,20,3.74,2.53,23
4687,flagpole,5.11,1.52,19,3.19,2.14,21
4688,flagrant,4.0,2.07,22,4.91,2.52,23
4689,flagship,5.45,1.85,20,3.57,2.4,21
4690,flagstaff,5.5,1.43,20,3.9,2.02,21
4691,flair,5.89,1.76,19,4.32,2.53,22
4692,flak,4.55,1.36,20,4.64,2.32,22
4693,flake,4.58,1.8,19,3.48,1.9,23
4694,flaky,3.58,1.43,19,3.5,2.2,18
4695,flamboyant,5.0,1.76,21,5.52,2.04,21
4696,flame,5.9,1.59,20,6.6,2.54,20
4697,flamethrower,5.27,2.29,22,6.0,2.57,21
4699,flamingo,6.74,1.63,19,4.59,2.61,22
4701,flan,5.86,2.12,22,3.19,2.38,21
4702,flank,4.95,1.46,22,3.91,2.23,23
4703,flannel,5.55,1.5,20,2.32,1.73,19
4704,flap,5.74,1.59,19,3.45,2.44,22
4705,flare,5.4,1.31,20,4.86,2.4,22
4706,flares,4.57,1.65,23,5.18,2.86,22
4707,flash,5.53,1.43,19,5.38,2.25,21
4708,flashback,5.0,1.12,20,4.71,2.65,24
4709,flashlight,6.0,2.05,21,4.04,2.8,23
4710,flashy,4.85,1.6,20,5.77,2.6,22
4711,flask,5.5,1.73,20,4.24,2.49,17
4713,flatbed,4.86,1.24,21,3.38,2.13,21
4714,flatfoot,4.33,1.53,18,3.1,2.22,20
4715,flatten,5.24,1.84,21,3.52,2.42,25
4716,flatter,6.1,2.1,20,4.61,2.83,18
4719,flattery,5.74,1.48,19,5.1,2.15,20
4720,flatulence,3.79,2.15,19,5.95,1.86,21
4721,flaunt,4.39,1.91,18,4.15,2.41,20
4722,flavor,6.45,1.7,20,4.41,2.46,22
4723,flaw,4.1,1.86,20,3.84,2.39,25
4725,flawless,7.05,1.58,19,4.05,1.99,22
4726,flea,3.0,1.61,21,3.0,2.43,23
4727,fleabag,3.4,2.39,20,4.35,2.5,20
4728,flee,3.84,1.5,19,4.95,2.25,21
4729,fleece,5.79,1.32,19,3.71,1.87,21
4730,fleet,5.4,1.88,20,4.43,2.37,23
4731,flesh,5.2,2.07,20,4.11,2.52,18
4732,fleshy,4.89,2.02,19,5.3,2.49,20
4733,flex,5.32,1.29,22,4.8,2.0,25
4734,flexibility,6.9,1.55,21,4.5,2.06,24
4736,flick,5.41,1.14,22,4.31,2.2,26
4737,flicker,5.5,1.61,20,5.15,2.32,20
4738,flier,4.19,1.91,21,4.43,2.35,23
4739,flight,6.11,1.97,18,4.2,2.48,20
4740,flighty,4.9,1.7,21,4.88,2.37,25
4741,flimsy,4.0,1.52,21,3.77,1.82,22
4742,flinch,4.0,1.92,20,5.28,2.44,18
4744,flip,5.6,0.88,20,4.62,3.0,24
4745,flip flop,4.76,1.92,21,4.04,2.27,23
4746,flipper,5.84,1.54,19,3.05,2.14,20
4748,flirt,6.73,1.41,41,5.93,2.37,43
4749,flirtation,5.78,1.66,18,6.29,1.95,21
4750,flirty,6.52,2.18,21,5.91,2.31,23
4751,float,6.42,1.02,19,3.1,1.61,21
4752,floater,4.2,1.47,20,3.06,2.82,18
4753,flock,5.25,1.07,20,3.48,2.18,21
4754,flood,2.76,2.02,21,5.31,2.6,45
4755,floor,5.14,1.42,22,3.33,2.5,21
4757,floozy,3.95,1.94,22,4.89,1.94,19
4758,flop,3.95,1.36,22,3.41,2.06,22
4761,florist,6.55,1.82,20,3.19,1.66,21
4762,floss,5.0,1.55,21,3.48,2.23,23
4763,flotation,5.6,1.43,20,3.61,1.92,23
4764,flounder,5.32,2.14,19,4.0,2.29,22
4765,flour,5.25,1.71,20,3.26,1.91,23
4767,flow,5.68,0.89,19,3.71,2.28,21
4768,flower,7.3,1.87,20,3.67,2.59,49
4769,flowery,7.47,1.22,19,3.81,2.04,21
4770,flu,2.58,1.8,19,4.0,2.41,21
4771,flue,4.45,1.67,20,2.86,2.15,21
4772,fluent,6.53,1.17,19,3.9,1.97,21
4773,fluff,6.18,1.22,22,3.54,2.1,26
4774,fluffy,7.11,1.29,19,3.45,2.11,22
4775,fluid,5.05,1.56,22,4.04,2.62,26
4776,fluke,4.3,2.05,20,4.94,2.58,18
4777,flunk,1.95,1.07,21,3.72,2.07,25
4778,flunky,2.89,1.24,19,3.15,2.13,20
4779,fluorescent,5.16,2.06,19,3.85,2.41,20
4780,flurry,5.68,1.64,22,4.18,2.3,22
4781,flush,4.67,1.39,21,4.35,2.13,20
4782,flute,6.29,2.41,21,3.72,2.44,25
4783,flutter,5.7,1.81,20,4.86,2.32,22
4784,flux,4.17,1.58,18,4.18,1.89,22
4785,fly,6.06,2.65,18,4.9,2.41,21
4786,flyboy,4.7,1.75,20,4.33,1.98,21
4787,flyer,4.95,1.36,21,3.76,2.07,21
4788,foam,5.25,1.37,20,2.9,1.7,21
4790,focus,6.48,1.69,21,4.45,2.76,20
4791,foe,3.15,1.6,20,4.71,2.85,24
4792,fog,5.77,1.6,22,3.67,2.06,21
4793,foggy,4.65,1.27,20,3.68,2.03,22
4794,foil,4.57,1.54,21,3.7,2.01,23
4795,fold,5.19,1.33,21,3.0,1.64,21
4796,folder,5.7,1.75,20,2.33,1.53,21
4797,foliage,5.68,1.13,22,4.25,2.51,24
4798,folk,6.17,1.62,18,2.45,1.67,20
4799,folklore,6.32,2.0,19,4.1,2.51,20
4801,follower,4.86,1.98,21,3.4,2.27,25
4803,fond,6.79,1.75,19,3.26,2.07,23
4804,fondle,4.32,2.36,19,5.18,2.5,22
4805,fondness,7.68,1.29,19,3.55,2.2,22
4807,font,5.09,1.44,22,3.38,2.11,21
4808,food,7.52,1.38,42,4.69,2.63,42
4809,fool,3.56,2.15,18,4.86,2.5,21
4810,foolhardy,3.86,1.9,21,5.05,1.93,19
4812,foolishness,4.1,2.07,21,4.6,2.57,25
4813,foolproof,5.82,1.33,22,4.36,2.44,22
4814,foot,4.68,1.42,19,2.77,1.57,22
4815,foot stool,5.27,1.24,22,3.41,2.36,22
4816,footage,5.33,1.28,18,3.12,1.96,17
4817,football,6.52,2.23,21,5.65,2.89,20
4818,foothold,5.2,1.88,20,3.83,2.21,23
4819,footing,5.13,1.42,23,2.95,1.9,20
4820,footlocker,5.05,1.36,21,4.25,2.09,24
4821,footloose,6.05,1.73,22,4.62,2.48,26
4822,footprint,6.0,1.73,21,2.96,1.97,25
4823,footwear,6.43,1.57,21,4.0,2.29,22
4824,footwork,5.74,1.97,19,3.96,2.23,23
4825,forbid,2.82,1.33,22,4.85,2.57,26
4827,force,4.17,2.23,18,5.35,2.76,20
4828,forceful,3.7,1.78,20,5.36,2.46,22
4829,forceps,3.8,1.74,20,4.57,2.02,23
4830,forces,5.58,1.89,19,4.33,2.67,21
4831,ford,5.79,2.12,19,2.85,2.08,20
4832,fore,5.05,1.4,22,4.32,2.06,19
4833,forearm,5.58,0.61,19,3.75,2.12,20
4835,forecast,4.89,1.33,19,3.7,2.58,20
4836,foreclose,2.0,1.08,20,6.0,2.35,18
4837,foreclosure,1.75,1.07,20,5.9,2.83,20
4838,forefront,4.95,0.79,22,4.69,2.33,26
4839,forego,4.89,2.0,19,4.33,2.26,24
4840,foregone,5.06,1.16,18,3.32,2.08,19
4841,foreground,5.47,1.54,19,2.68,1.78,22
4842,forehead,5.04,1.61,23,3.14,2.01,22
4844,foreigner,4.68,2.11,19,3.24,2.05,21
4845,foreman,4.89,2.05,19,3.55,2.3,22
4846,foremost,5.27,1.16,22,3.81,2.26,26
4848,forensics,5.86,2.1,21,4.36,2.38,22
4849,foreplay,6.4,1.31,20,6.71,2.59,21
4850,foresee,5.67,1.11,21,3.64,2.56,25
4851,foresight,5.79,2.1,19,3.5,2.15,22
4852,forest,6.68,1.67,22,4.44,2.68,18
4853,forevermore,6.48,2.62,21,4.3,2.7,20
4854,forfeit,3.68,1.57,19,4.74,2.65,23
4855,forge,5.0,1.67,19,4.16,2.29,19
4856,forger,3.95,1.47,21,5.05,2.08,22
4857,forgery,2.6,1.82,20,4.86,2.31,21
4858,forget,3.73,1.28,22,4.43,2.31,21
4859,forgetful,3.59,1.53,22,4.45,2.54,22
4860,forgetfulness,3.8,1.82,20,4.55,2.18,22
4862,forgiveness,6.86,1.93,21,4.04,2.01,23
4864,fork,5.47,1.02,19,3.35,2.18,20
4865,forklift,4.74,1.69,19,4.17,2.23,23
4866,forlorn,3.95,1.47,21,4.08,2.19,24
4867,form,5.64,1.87,22,3.85,2.37,20
4869,formaldehyde,2.9,2.27,20,3.85,2.43,20
4870,formality,4.9,1.17,20,3.45,2.04,22
4871,format,5.19,1.54,21,2.73,2.07,22
4872,formation,5.58,1.61,19,4.0,2.41,20
4874,formula,5.3,1.17,20,3.61,1.94,18
4875,formulate,5.22,1.96,18,2.64,1.84,22
4876,fornicate,4.67,2.33,21,5.43,2.29,23
4877,fornication,5.95,2.24,22,6.65,2.46,20
4878,forsake,3.58,2.12,19,3.32,2.11,19
4879,forte,5.7,1.89,20,3.57,2.16,21
4881,forthright,6.3,1.49,20,3.43,2.01,21
4882,fortitude,6.26,1.56,19,4.59,2.22,22
4883,fortnight,5.5,1.42,18,3.05,1.81,19
4884,fortress,4.82,1.87,22,3.77,2.16,22
4886,fortunate,7.33,2.03,21,3.81,2.36,21
4887,fortune,7.24,1.58,21,5.8,2.71,20
4888,forty,5.0,1.45,20,3.32,2.32,22
4889,forum,5.05,1.5,22,4.47,2.41,19
4891,fossil,6.0,1.24,18,4.1,2.73,20
4892,foul,3.0,1.45,20,4.09,2.45,23
4893,foundation,5.86,1.35,21,2.41,1.62,22
4894,founder,5.45,1.36,20,3.95,1.82,20
4896,foundry,5.32,1.89,19,3.23,2.0,22
4897,fountain,6.26,2.13,19,3.1,2.02,20
4899,foursome,4.14,1.88,21,5.17,2.37,23
4900,fourteen,5.42,1.17,19,3.62,2.13,21
4901,fowl,4.57,1.75,23,4.05,2.21,22
4902,fox,5.52,1.78,21,4.36,2.61,22
4903,foxhole,5.35,1.18,20,5.0,2.35,22
